"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 19 06:09:09 IST 2024","Fri Jan 19 06:09:24 IST 2024","15359","tests.vwoLoginTests","test_vwologin","","","","test_vwologin",""
